"id","name","type","resource_version","release_tag","asset","url","md5","size","license","source_url","description","citation"
"atlas-brainnetome-subcortex","Brainnetome_subcortex","atlas","dev","prerelease","atlas-brainnetome-subcortex.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-brainnetome-subcortex.tar.gz","7cd59b4754c829e023fb444211ee83c4",602290,"unknown",NA,"Premade Brainnetome_subcortex ggbrat atlas","Fan L, Li H, Zhuo J, et al. (2016). The Human Brainnetome Atlas: A new brain atlas based on connectional architecture. Cerebral Cortex 26:3508-3526. doi:10.1093/cercor/bhw157."
"atlas-brainstem-navigator","Brainstem_Navigator","atlas","dev","prerelease","atlas-brainstem-navigator.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-brainstem-navigator.tar.gz","649260ce473edf1d270e3864d9158715",91576,"unknown",NA,"Premade Brainstem_Navigator ggbrat atlas","Bianciardi M and the Brainstem Imaging Laboratory (2024). Brainstem Navigator v1.0: an in-vivo MRI atlas of human brainstem nuclei. doi:10.25790/bml0cm.96."
"atlas-cit168-subcortex","CIT168_subcortex","atlas","dev","prerelease","atlas-cit168-subcortex.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-cit168-subcortex.tar.gz","232767212b1912e378c3cd8ab32237f1",510991,"unknown",NA,"Premade CIT168_subcortex ggbrat atlas","Pauli WM, Nili AN, Tyszka JM (2018). A high-resolution probabilistic in vivo atlas of human subcortical brain nuclei. Scientific Data 5:180063. doi:10.1038/sdata.2018.63."
"atlas-hcp-mmp1","HCP-MMP1","atlas","dev","prerelease","atlas-hcp-mmp1.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-hcp-mmp1.tar.gz","654faa59880093c5c9ba0bf0ee5e8108",2231285,"unknown",NA,"Premade HCP-MMP1 ggbrat atlas","Glasser MF, Coalson TS, Robinson EC, et al. (2016). A multi-modal parcellation of human cerebral cortex. Nature 536:171-178. doi:10.1038/nature18933."
"atlas-ho-fsspace","HO_FSSpace","atlas","dev","prerelease","atlas-ho-fsspace.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-ho-fsspace.tar.gz","c15fc68bb7d6b553e430d8aea63d1bf5",2042062,"unknown",NA,"Premade HO_FSSpace ggbrat atlas","Harvard-Oxford Cortical Structural Atlas, Harvard Center for Morphometric Analysis and FMRIB Software Library. RRID:SCR_001476."
"atlas-melbourne-s1","Melbourne_S1","atlas","dev","prerelease","atlas-melbourne-s1.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-melbourne-s1.tar.gz","70dd371a4c4c7cb3eb51d07d4479104b",550345,"unknown",NA,"Premade Melbourne_S1 ggbrat atlas","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"atlas-melbourne-s2","Melbourne_S2","atlas","dev","prerelease","atlas-melbourne-s2.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-melbourne-s2.tar.gz","7a8415baf29398af84a28dee9ae3f304",562178,"unknown",NA,"Premade Melbourne_S2 ggbrat atlas","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"atlas-melbourne-s3","Melbourne_S3","atlas","dev","prerelease","atlas-melbourne-s3.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-melbourne-s3.tar.gz","047cd0413c7fccf98708543a4e25c3a1",575140,"unknown",NA,"Premade Melbourne_S3 ggbrat atlas","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"atlas-melbourne-s4","Melbourne_S4","atlas","dev","prerelease","atlas-melbourne-s4.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-melbourne-s4.tar.gz","2455ef637e7c70f63fbd243763286a70",578382,"unknown",NA,"Premade Melbourne_S4 ggbrat atlas","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"atlas-pals-b12-brodmann","PALS_B12_Brodmann","atlas","dev","prerelease","atlas-pals-b12-brodmann.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-pals-b12-brodmann.tar.gz","99ec05a906801a804c89e2aae77eec6d",2047541,"unknown",NA,"Premade PALS_B12_Brodmann ggbrat atlas","Van Essen DC (2005). A Population-Average, Landmark- and Surface-based (PALS) atlas of human cerebral cortex. NeuroImage 28:635-662. doi:10.1016/j.neuroimage.2005.06.058."
"atlas-pals-b12-lobes","PALS_B12_Lobes","atlas","dev","prerelease","atlas-pals-b12-lobes.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-pals-b12-lobes.tar.gz","515784b27e3aeefb64e934d71dd1c1fd",1919618,"unknown",NA,"Premade PALS_B12_Lobes ggbrat atlas","Van Essen DC (2005). A Population-Average, Landmark- and Surface-based (PALS) atlas of human cerebral cortex. NeuroImage 28:635-662. doi:10.1016/j.neuroimage.2005.06.058."
"atlas-schaefer2018-1000parcels-17networks-order","Schaefer2018_1000Parcels_17Networks_order","atlas","dev","prerelease","atlas-schaefer2018-1000parcels-17networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-1000parcels-17networks-order.tar.gz","4df71bb22e014e278bac50d02d341196",2367657,"unknown",NA,"Premade Schaefer2018_1000Parcels_17Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-1000parcels-7networks-order","Schaefer2018_1000Parcels_7Networks_order","atlas","dev","prerelease","atlas-schaefer2018-1000parcels-7networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-1000parcels-7networks-order.tar.gz","326e00e83b4b14158245042b98d7ffa6",2367265,"unknown",NA,"Premade Schaefer2018_1000Parcels_7Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-100parcels-17networks-order","Schaefer2018_100Parcels_17Networks_order","atlas","dev","prerelease","atlas-schaefer2018-100parcels-17networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-100parcels-17networks-order.tar.gz","9be55ed1e76b53f0b9963ff3d054cc4b",2015953,"unknown",NA,"Premade Schaefer2018_100Parcels_17Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-100parcels-7networks-order","Schaefer2018_100Parcels_7Networks_order","atlas","dev","prerelease","atlas-schaefer2018-100parcels-7networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-100parcels-7networks-order.tar.gz","39b9bd34dc825324cba207580848f8de",2014537,"unknown",NA,"Premade Schaefer2018_100Parcels_7Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-200parcels-17networks-order","Schaefer2018_200Parcels_17Networks_order","atlas","dev","prerelease","atlas-schaefer2018-200parcels-17networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-200parcels-17networks-order.tar.gz","1f5d2fe74db48a6a65bf3394fc8cfc8d",2078751,"unknown",NA,"Premade Schaefer2018_200Parcels_17Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-200parcels-7networks-order","Schaefer2018_200Parcels_7Networks_order","atlas","dev","prerelease","atlas-schaefer2018-200parcels-7networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-200parcels-7networks-order.tar.gz","54432e79f472f2b900e465fee02bb9e1",2077647,"unknown",NA,"Premade Schaefer2018_200Parcels_7Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-300parcels-17networks-order","Schaefer2018_300Parcels_17Networks_order","atlas","dev","prerelease","atlas-schaefer2018-300parcels-17networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-300parcels-17networks-order.tar.gz","fe103b203f56b935164101587ea33821",2131274,"unknown",NA,"Premade Schaefer2018_300Parcels_17Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-300parcels-7networks-order","Schaefer2018_300Parcels_7Networks_order","atlas","dev","prerelease","atlas-schaefer2018-300parcels-7networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-300parcels-7networks-order.tar.gz","f4e22c87c78bc0a950cb2fa1cba171d8",2130850,"unknown",NA,"Premade Schaefer2018_300Parcels_7Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-400parcels-17networks-order","Schaefer2018_400Parcels_17Networks_order","atlas","dev","prerelease","atlas-schaefer2018-400parcels-17networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-400parcels-17networks-order.tar.gz","1617bb58901402957bd0762ef8b0dae8",2174171,"unknown",NA,"Premade Schaefer2018_400Parcels_17Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-400parcels-7networks-order","Schaefer2018_400Parcels_7Networks_order","atlas","dev","prerelease","atlas-schaefer2018-400parcels-7networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-400parcels-7networks-order.tar.gz","e11c93d4f84dbb2144c900c415c4b5ee",2173265,"unknown",NA,"Premade Schaefer2018_400Parcels_7Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-500parcels-17networks-order","Schaefer2018_500Parcels_17Networks_order","atlas","dev","prerelease","atlas-schaefer2018-500parcels-17networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-500parcels-17networks-order.tar.gz","27ad85b3d02a157861a60eb9485b9528",2209946,"unknown",NA,"Premade Schaefer2018_500Parcels_17Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-500parcels-7networks-order","Schaefer2018_500Parcels_7Networks_order","atlas","dev","prerelease","atlas-schaefer2018-500parcels-7networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-500parcels-7networks-order.tar.gz","995cd372cfa4ff5ca46b3c9b0676b5c8",2208888,"unknown",NA,"Premade Schaefer2018_500Parcels_7Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-600parcels-17networks-order","Schaefer2018_600Parcels_17Networks_order","atlas","dev","prerelease","atlas-schaefer2018-600parcels-17networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-600parcels-17networks-order.tar.gz","16613053839714d1c3b6b87a057e4a6c",2247251,"unknown",NA,"Premade Schaefer2018_600Parcels_17Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-600parcels-7networks-order","Schaefer2018_600Parcels_7Networks_order","atlas","dev","prerelease","atlas-schaefer2018-600parcels-7networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-600parcels-7networks-order.tar.gz","ebd90f4fbf7d0089ef584f659a24032c",2246928,"unknown",NA,"Premade Schaefer2018_600Parcels_7Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-700parcels-17networks-order","Schaefer2018_700Parcels_17Networks_order","atlas","dev","prerelease","atlas-schaefer2018-700parcels-17networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-700parcels-17networks-order.tar.gz","5271ab8a42f674217f4b89d5d64aba82",2281220,"unknown",NA,"Premade Schaefer2018_700Parcels_17Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-700parcels-7networks-order","Schaefer2018_700Parcels_7Networks_order","atlas","dev","prerelease","atlas-schaefer2018-700parcels-7networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-700parcels-7networks-order.tar.gz","43230aeba25ed108b48a2700a7e7b223",2280624,"unknown",NA,"Premade Schaefer2018_700Parcels_7Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-800parcels-17networks-order","Schaefer2018_800Parcels_17Networks_order","atlas","dev","prerelease","atlas-schaefer2018-800parcels-17networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-800parcels-17networks-order.tar.gz","b20690558191b32b085eff0ff8b54f5c",2311462,"unknown",NA,"Premade Schaefer2018_800Parcels_17Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-800parcels-7networks-order","Schaefer2018_800Parcels_7Networks_order","atlas","dev","prerelease","atlas-schaefer2018-800parcels-7networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-800parcels-7networks-order.tar.gz","2957a2a30b54253fdb072633d4a2e0c7",2310399,"unknown",NA,"Premade Schaefer2018_800Parcels_7Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-900parcels-17networks-order","Schaefer2018_900Parcels_17Networks_order","atlas","dev","prerelease","atlas-schaefer2018-900parcels-17networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-900parcels-17networks-order.tar.gz","9bfb93504910468f0901bbca5c1da0a3",2340317,"unknown",NA,"Premade Schaefer2018_900Parcels_17Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-schaefer2018-900parcels-7networks-order","Schaefer2018_900Parcels_7Networks_order","atlas","dev","prerelease","atlas-schaefer2018-900parcels-7networks-order.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-schaefer2018-900parcels-7networks-order.tar.gz","a852d756b8b9b501d20a8bd802e97c65",2339239,"unknown",NA,"Premade Schaefer2018_900Parcels_7Networks_order ggbrat atlas","Schaefer A, Kong R, Gordon EM, et al. (2018). Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI. Cerebral Cortex 28:3095-3114. doi:10.1093/cercor/bhx179."
"atlas-suit-cerebellar-lobule","SUIT_cerebellar_lobule","atlas","dev","prerelease","atlas-suit-cerebellar-lobule.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-suit-cerebellar-lobule.tar.gz","f06eae5b1bee354daeb6ee2ecdebf459",96175,"unknown",NA,"Premade SUIT_cerebellar_lobule ggbrat atlas","Diedrichsen J, Balsters JH, Flavell J, Cussans E, Ramnani N (2009). A probabilistic MR atlas of the human cerebellum. NeuroImage 46:39-46. doi:10.1016/j.neuroimage.2009.01.045."
"atlas-thalamus-hcp","Thalamus_HCP","atlas","dev","prerelease","atlas-thalamus-hcp.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-thalamus-hcp.tar.gz","c401d13d9689e25c34857ee340e422dd",484280,"unknown",NA,"Premade Thalamus_HCP ggbrat atlas","Najdenovska E, Aleman-Gomez Y, Battistella G, et al. (2018). In-vivo probabilistic atlas of human thalamic nuclei based on diffusion-weighted magnetic resonance imaging. Scientific Data 5:180270. doi:10.1038/sdata.2018.270."
"atlas-thalamus-thomas","Thalamus_THOMAS","atlas","dev","prerelease","atlas-thalamus-thomas.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-thalamus-thomas.tar.gz","f52ff46e3bda9eb3c1fd2e92fcd2fb32",473674,"unknown",NA,"Premade Thalamus_THOMAS ggbrat atlas","Su JH, Thomas FT, Kasoff WS, et al. (2019). Thalamus Optimized Multi Atlas Segmentation (THOMAS): fast, fully automated segmentation of thalamic nuclei from structural MRI. NeuroImage 194:272-282. doi:10.1016/j.neuroimage.2019.03.021."
"atlas-yeo2011-17networks-n1000","Yeo2011_17Networks_N1000","atlas","dev","prerelease","atlas-yeo2011-17networks-n1000.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-yeo2011-17networks-n1000.tar.gz","492971a696c7de44f2734036569cdabb",2048308,"unknown",NA,"Premade Yeo2011_17Networks_N1000 ggbrat atlas","Yeo BTT, Krienen FM, Sepulcre J, et al. (2011). The organization of the human cerebral cortex estimated by intrinsic functional connectivity. Journal of Neurophysiology 106:1125-1165. doi:10.1152/jn.00338.2011."
"atlas-yeo2011-7networks-n1000","Yeo2011_7Networks_N1000","atlas","dev","prerelease","atlas-yeo2011-7networks-n1000.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/atlas-yeo2011-7networks-n1000.tar.gz","77f8fbbf92c234bc8cf6c43899e250d6",1998549,"unknown",NA,"Premade Yeo2011_7Networks_N1000 ggbrat atlas","Yeo BTT, Krienen FM, Sepulcre J, et al. (2011). The organization of the human cerebral cortex estimated by intrinsic functional connectivity. Journal of Neurophysiology 106:1125-1165. doi:10.1152/jn.00338.2011."
"mesh-aicha-subcortex","AICHA_subcortex","mesh","dev","prerelease","mesh-aicha-subcortex.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-aicha-subcortex.tar.gz","7271fe51f19de47bef5673baca41f980",2486936,"unknown",NA,"AICHA_subcortex surface mesh pair","Joliot M, Jobard G, Naveau M, et al. (2015). AICHA: An atlas of intrinsic connectivity of homotopic areas. Journal of Neuroscience Methods 254:46-59. doi:10.1016/j.jneumeth.2015.07.013."
"mesh-aseg-subcortex","aseg_subcortex","mesh","dev","prerelease","mesh-aseg-subcortex.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-aseg-subcortex.tar.gz","bbe73e3a766cc7188539601afa3cb44f",2312318,"unknown",NA,"aseg_subcortex surface mesh pair","Fischl B, Salat DH, Busa E, et al. (2002). Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain. Neuron 33:341-355. doi:10.1016/S0896-6273(02)00569-X."
"mesh-brainnetome-subcortex","Brainnetome_subcortex","mesh","dev","prerelease","mesh-brainnetome-subcortex.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-brainnetome-subcortex.tar.gz","fee248e757d05771938a8ac257849cfe",3604307,"unknown",NA,"Brainnetome_subcortex surface mesh pair","Fan L, Li H, Zhuo J, et al. (2016). The Human Brainnetome Atlas: A new brain atlas based on connectional architecture. Cerebral Cortex 26:3508-3526. doi:10.1093/cercor/bhw157."
"mesh-brainstem-navigator","Brainstem_Navigator","mesh","dev","prerelease","mesh-brainstem-navigator.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-brainstem-navigator.tar.gz","06b9642b11e1cfc1e0c6d79a5cf1d097",1646923,"unknown",NA,"Brainstem_Navigator surface mesh","Bianciardi M and the Brainstem Imaging Laboratory (2024). Brainstem Navigator v1.0: an in-vivo MRI atlas of human brainstem nuclei. doi:10.25790/bml0cm.96."
"mesh-brainstem-navigator-display","Brainstem_Navigator_display","mesh","dev","prerelease","mesh-brainstem-navigator-display.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-brainstem-navigator-display.tar.gz","dba25cccf38d82007ac84568992b96ef",4059746,"unknown",NA,"Brainstem_Navigator_display surface mesh","Bianciardi M and the Brainstem Imaging Laboratory (2024). Brainstem Navigator v1.0: an in-vivo MRI atlas of human brainstem nuclei. doi:10.25790/bml0cm.96."
"mesh-brainstem-navigator-ellipsoids","Brainstem_Navigator_ellipsoids","mesh","dev","prerelease","mesh-brainstem-navigator-ellipsoids.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-brainstem-navigator-ellipsoids.tar.gz","3d03b7dad50c71ab0fa53afa1eb4e3cd",5091178,"unknown",NA,"Brainstem_Navigator_ellipsoids surface mesh","Bianciardi M and the Brainstem Imaging Laboratory (2024). Brainstem Navigator v1.0: an in-vivo MRI atlas of human brainstem nuclei. doi:10.25790/bml0cm.96."
"mesh-cit168-subcortex","CIT168_subcortex","mesh","dev","prerelease","mesh-cit168-subcortex.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-cit168-subcortex.tar.gz","5e3e110f6e9fdfc9ecb2c1b3007f63f6",1419959,"unknown",NA,"CIT168_subcortex surface mesh pair","Pauli WM, Nili AN, Tyszka JM (2018). A high-resolution probabilistic in vivo atlas of human subcortical brain nuclei. Scientific Data 5:180063. doi:10.1038/sdata.2018.63."
"mesh-data-statemtl-241118-0","data_StateMTL_241118_0","mesh","dev","prerelease","mesh-data-statemtl-241118-0.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-data-statemtl-241118-0.tar.gz","166d05e43da65433c97a0bd509052edc",2319647,"unknown",NA,"data_StateMTL_241118_0 surface mesh","No definitive source citation could be identified from the mesh filename alone; verify the citation with the provider before reuse."
"mesh-melbourne-s1","Melbourne_S1","mesh","dev","prerelease","mesh-melbourne-s1.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-melbourne-s1.tar.gz","d7fe8a56201c004fbaccf60d65ed72ff",2219315,"unknown",NA,"Melbourne_S1 surface mesh pair","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"mesh-melbourne-s2","Melbourne_S2","mesh","dev","prerelease","mesh-melbourne-s2.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-melbourne-s2.tar.gz","6985e270c70b0a9c29d6a19692523f0c",2484643,"unknown",NA,"Melbourne_S2 surface mesh pair","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"mesh-melbourne-s3","Melbourne_S3","mesh","dev","prerelease","mesh-melbourne-s3.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-melbourne-s3.tar.gz","9b4ece3cd2508024d047ee37064ec8b2",2740653,"unknown",NA,"Melbourne_S3 surface mesh pair","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"mesh-melbourne-s4","Melbourne_S4","mesh","dev","prerelease","mesh-melbourne-s4.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-melbourne-s4.tar.gz","e7618c4bd4c3279936f7f521178b1c5d",2781047,"unknown",NA,"Melbourne_S4 surface mesh pair","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"mesh-suit-cerebellar-lobule","SUIT_cerebellar_lobule","mesh","dev","prerelease","mesh-suit-cerebellar-lobule.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-suit-cerebellar-lobule.tar.gz","11b14841efced8574566b23151366fc4",4835820,"unknown",NA,"SUIT_cerebellar_lobule surface mesh","Diedrichsen J, Balsters JH, Flavell J, Cussans E, Ramnani N (2009). A probabilistic MR atlas of the human cerebellum. NeuroImage 46:39-46. doi:10.1016/j.neuroimage.2009.01.045."
"mesh-thalamus-hcp","Thalamus_HCP","mesh","dev","prerelease","mesh-thalamus-hcp.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-thalamus-hcp.tar.gz","3d037319460c74d6a7c32d7aef0e59e7",932582,"unknown",NA,"Thalamus_HCP surface mesh pair","Najdenovska E, Aleman-Gomez Y, Battistella G, et al. (2018). In-vivo probabilistic atlas of human thalamic nuclei based on diffusion-weighted magnetic resonance imaging. Scientific Data 5:180270. doi:10.1038/sdata.2018.270."
