"id","name","type","resource_version","release_tag","asset","url","md5","size","license","source_url","description","citation"
"mesh-thalamus-thomas","Thalamus_THOMAS","mesh","dev","prerelease","mesh-thalamus-thomas.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/mesh-thalamus-thomas.tar.gz","f900d4eb29c78ac28c7963b953e39b4a",500365,"unknown",NA,"Thalamus_THOMAS surface mesh pair","Su JH, Thomas FT, Kasoff WS, et al. (2019). Thalamus Optimized Multi Atlas Segmentation (THOMAS): fast, fully automated segmentation of thalamic nuclei from structural MRI. NeuroImage 194:272-282. doi:10.1016/j.neuroimage.2019.03.021."
"surface-fsaverage-avg-curv","fsaverage_avg_curv","surface","dev","prerelease","surface-fsaverage-avg-curv.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/surface-fsaverage-avg-curv.tar.gz","e6c7216958fcffad8a683d89d67845a9",1215106,"FreeSurfer Software License",NA,"fsaverage avg_curv surface pair","Fischl B, Sereno MI, Dale AM (1999). Cortical surface-based analysis. II: Inflation, flattening, and a surface-based coordinate system. NeuroImage 9:195-207. doi:10.1006/nimg.1998.0396."
"surface-fsaverage-avg-sulc","fsaverage_avg_sulc","surface","dev","prerelease","surface-fsaverage-avg-sulc.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/surface-fsaverage-avg-sulc.tar.gz","25e4f8d30286f2bd2a9fd86ce94ff99a",1215493,"FreeSurfer Software License",NA,"fsaverage avg_sulc surface pair","Fischl B, Sereno MI, Dale AM (1999). Cortical surface-based analysis. II: Inflation, flattening, and a surface-based coordinate system. NeuroImage 9:195-207. doi:10.1006/nimg.1998.0396."
"surface-fsaverage-curv","fsaverage_curv","surface","dev","prerelease","surface-fsaverage-curv.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/surface-fsaverage-curv.tar.gz","374085ce8de877beb39158b58d9d82e8",1215087,"FreeSurfer Software License",NA,"fsaverage curv surface pair","Fischl B, Sereno MI, Dale AM (1999). Cortical surface-based analysis. II: Inflation, flattening, and a surface-based coordinate system. NeuroImage 9:195-207. doi:10.1006/nimg.1998.0396."
"surface-fsaverage-inflated","fsaverage_inflated","surface","dev","prerelease","surface-fsaverage-inflated.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/surface-fsaverage-inflated.tar.gz","7cda528be7403557423b74ab6cb12a79",6712562,"FreeSurfer Software License",NA,"fsaverage inflated surface pair","Fischl B, Sereno MI, Dale AM (1999). Cortical surface-based analysis. II: Inflation, flattening, and a surface-based coordinate system. NeuroImage 9:195-207. doi:10.1006/nimg.1998.0396."
"surface-fsaverage-mixed","fsaverage_mixed","surface","dev","prerelease","surface-fsaverage-mixed.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/surface-fsaverage-mixed.tar.gz","7de696c90f9223fbbd8d4f4530699aa8",6713806,"FreeSurfer Software License",NA,"fsaverage mixed surface pair","Fischl B, Sereno MI, Dale AM (1999). Cortical surface-based analysis. II: Inflation, flattening, and a surface-based coordinate system. NeuroImage 9:195-207. doi:10.1006/nimg.1998.0396."
"surface-fsaverage-orig","fsaverage_orig","surface","dev","prerelease","surface-fsaverage-orig.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/surface-fsaverage-orig.tar.gz","48d16b1a1b48cdec940dcbff9eee4a4c",6691315,"FreeSurfer Software License",NA,"fsaverage orig surface pair","Fischl B, Sereno MI, Dale AM (1999). Cortical surface-based analysis. II: Inflation, flattening, and a surface-based coordinate system. NeuroImage 9:195-207. doi:10.1006/nimg.1998.0396."
"surface-fsaverage-pial","fsaverage_pial","surface","dev","prerelease","surface-fsaverage-pial.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/surface-fsaverage-pial.tar.gz","b5ac6e1139777865f5334bbc0874e0b2",6694907,"FreeSurfer Software License",NA,"fsaverage pial surface pair","Fischl B, Sereno MI, Dale AM (1999). Cortical surface-based analysis. II: Inflation, flattening, and a surface-based coordinate system. NeuroImage 9:195-207. doi:10.1006/nimg.1998.0396."
"surface-fsaverage-sulc","fsaverage_sulc","surface","dev","prerelease","surface-fsaverage-sulc.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/surface-fsaverage-sulc.tar.gz","e0fee93663d8aab37e7d4743c5b2595a",1215480,"FreeSurfer Software License",NA,"fsaverage sulc surface pair","Fischl B, Sereno MI, Dale AM (1999). Cortical surface-based analysis. II: Inflation, flattening, and a surface-based coordinate system. NeuroImage 9:195-207. doi:10.1006/nimg.1998.0396."
"surface-fsaverage-white","fsaverage_white","surface","dev","prerelease","surface-fsaverage-white.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/surface-fsaverage-white.tar.gz","b3da435be35552b84f5599dfc4b4cc16",6692436,"FreeSurfer Software License",NA,"fsaverage white surface pair","Fischl B, Sereno MI, Dale AM (1999). Cortical surface-based analysis. II: Inflation, flattening, and a surface-based coordinate system. NeuroImage 9:195-207. doi:10.1006/nimg.1998.0396."
"volume-aicha-subcortex","AICHA_subcortex","volume","dev","prerelease","volume-aicha-subcortex.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-aicha-subcortex.tar.gz","ae507c94c7e800d6193ea0914243c086",51868,"unknown",NA,"AICHA_subcortex subcortical volume atlas","Joliot M, Jobard G, Naveau M, et al. (2015). AICHA: An atlas of intrinsic connectivity of homotopic areas. Journal of Neuroscience Methods 254:46-59. doi:10.1016/j.jneumeth.2015.07.013."
"volume-aseg-subcortex","aseg_subcortex","volume","dev","prerelease","volume-aseg-subcortex.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-aseg-subcortex.tar.gz","1abb6257dcad7379f1a7cc2ae26050f0",20379,"unknown",NA,"aseg_subcortex subcortical volume atlas","Fischl B, Salat DH, Busa E, et al. (2002). Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain. Neuron 33:341-355. doi:10.1016/S0896-6273(02)00569-X."
"volume-brainnetome-subcortex","Brainnetome_subcortex","volume","dev","prerelease","volume-brainnetome-subcortex.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-brainnetome-subcortex.tar.gz","11b2d6166a0ecd611ce6505e7410089b",31510,"unknown",NA,"Brainnetome_subcortex subcortical volume atlas","Fan L, Li H, Zhuo J, et al. (2016). The Human Brainnetome Atlas: A new brain atlas based on connectional architecture. Cerebral Cortex 26:3508-3526. doi:10.1093/cercor/bhw157."
"volume-brainstem-navigator","Brainstem_Navigator","volume","dev","prerelease","volume-brainstem-navigator.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-brainstem-navigator.tar.gz","4f2197e55c7167c5ae7ed2b75f7e9c99",31964,"unknown",NA,"Brainstem_Navigator subcortical volume atlas","Bianciardi M and the Brainstem Imaging Laboratory (2024). Brainstem Navigator v1.0: an in-vivo MRI atlas of human brainstem nuclei. doi:10.25790/bml0cm.96."
"volume-cit168-subcortex","CIT168_subcortex","volume","dev","prerelease","volume-cit168-subcortex.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-cit168-subcortex.tar.gz","5f16788183c937a00f8bb3dfd49643af",41695,"unknown",NA,"CIT168_subcortex subcortical volume atlas","Pauli WM, Nili AN, Tyszka JM (2018). A high-resolution probabilistic in vivo atlas of human subcortical brain nuclei. Scientific Data 5:180063. doi:10.1038/sdata.2018.63."
"volume-melbourne-s1","Melbourne_S1","volume","dev","prerelease","volume-melbourne-s1.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-melbourne-s1.tar.gz","15ff4ef8641efb55edd9a751dbbce83d",15474,"unknown",NA,"Melbourne_S1 subcortical volume atlas","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"volume-melbourne-s2","Melbourne_S2","volume","dev","prerelease","volume-melbourne-s2.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-melbourne-s2.tar.gz","df6cdff541603cf66a986dfe9b9291b5",17212,"unknown",NA,"Melbourne_S2 subcortical volume atlas","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"volume-melbourne-s3","Melbourne_S3","volume","dev","prerelease","volume-melbourne-s3.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-melbourne-s3.tar.gz","72cf2c192e9278cd813d0ff9ad374ba1",18549,"unknown",NA,"Melbourne_S3 subcortical volume atlas","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"volume-melbourne-s4","Melbourne_S4","volume","dev","prerelease","volume-melbourne-s4.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-melbourne-s4.tar.gz","ee411da292a6b1fd65a8996934286a4d",18523,"unknown",NA,"Melbourne_S4 subcortical volume atlas","Tian Y, Margulies DS, Breakspear M, Zalesky A (2020). Topographic organization of the human subcortex unveiled with functional connectivity gradients. Nature Neuroscience 23:1421-1432. doi:10.1038/s41593-020-00711-6."
"volume-suit-cerebellar-lobule","SUIT_cerebellar_lobule","volume","dev","prerelease","volume-suit-cerebellar-lobule.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-suit-cerebellar-lobule.tar.gz","b40dd91066202d4b75c54ea61fee8a7f",37424,"unknown",NA,"SUIT_cerebellar_lobule subcortical volume atlas","Diedrichsen J, Balsters JH, Flavell J, Cussans E, Ramnani N (2009). A probabilistic MR atlas of the human cerebellum. NeuroImage 46:39-46. doi:10.1016/j.neuroimage.2009.01.045."
"volume-thalamus-hcp","Thalamus_HCP","volume","dev","prerelease","volume-thalamus-hcp.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-thalamus-hcp.tar.gz","3df8a904892ed469ba4142978b68db60",8495,"unknown",NA,"Thalamus_HCP subcortical volume atlas","Najdenovska E, Aleman-Gomez Y, Battistella G, et al. (2018). In-vivo probabilistic atlas of human thalamic nuclei based on diffusion-weighted magnetic resonance imaging. Scientific Data 5:180270. doi:10.1038/sdata.2018.270."
"volume-thalamus-thomas","Thalamus_THOMAS","volume","dev","prerelease","volume-thalamus-thomas.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-thalamus-thomas.tar.gz","9a7e4dfab98d3b5f13b20a653ea2d054",7645,"unknown",NA,"Thalamus_THOMAS subcortical volume atlas","Su JH, Thomas FT, Kasoff WS, et al. (2019). Thalamus Optimized Multi Atlas Segmentation (THOMAS): fast, fully automated segmentation of thalamic nuclei from structural MRI. NeuroImage 194:272-282. doi:10.1016/j.neuroimage.2019.03.021."
"volume-tpl-mni152nlin2009casym-res-01-label-gm-probseg","tpl-MNI152NLin2009cAsym_res-01_label-GM_probseg","volume","dev","prerelease","volume-tpl-mni152nlin2009casym-res-01-label-gm-probseg.tar.gz","https://github.com/jorittmo/ggbrat-resources/releases/download/prerelease/volume-tpl-mni152nlin2009casym-res-01-label-gm-probseg.tar.gz","b23d51581cc5da19d54d9d794e4c831d",7471079,"unknown",NA,"tpl-MNI152NLin2009cAsym_res-01_label-GM_probseg volumetric resource","Fonov V, Evans AC, Botteron K, Almli CR, McKinstry RC, Collins DL (2011). Unbiased average age-appropriate atlases for pediatric studies. NeuroImage 54:313-327. doi:10.1016/j.neuroimage.2010.07.033."
